area,bedrooms,age,proximity,price
262,2,48,9.52655724627802,464020
277,1,35,4.036061269153212,494619
102,3,3,7.524830529316472,159324
200,2,13,5.849317081356571,366969
193,2,40,1.5456603345982138,347020
106,3,40,7.20999763578049,129379
88,5,24,7.210869024140591,123046
158,2,49,9.375461243618833,210658
230,4,9,5.475812015520752,424346
91,2,20,3.072258286394632,148876
235,5,35,1.4010744110381124,425214
216,5,11,4.740779680173151,408468
191,4,26,3.7172503006975166,378316
272,2,39,7.84979475421488,492217
171,5,1,4.1884098835694195,324060
182,3,12,9.541640766833595,338455
212,1,31,9.660791826890058,310367
264,1,30,6.588177311959372,518641
270,1,15,9.357942583133946,509216
284,2,31,7.84768910063046,496566
124,4,31,5.921736768776135,215039
195,5,33,2.6227714188050033,340867
288,3,10,5.1273814916245595,556571
125,3,9,6.047870170263558,222087
58,2,14,8.775654226615092,51426
123,1,16,5.332000388820984,198968
235,2,39,9.07907205410161,384264
285,4,17,7.06914081121122,515019
194,4,8,2.2329915674830425,371672
279,5,24,9.954832323925837,480388
56,5,39,5.745093946785214,86421
223,4,13,4.52672466768171,411724
190,4,24,6.932023880225739,316899
217,4,49,1.9800398258293517,411929
219,2,21,6.72884782078019,400748
186,4,29,5.484124004493457,351669
227,3,19,4.660066629987249,445021
76,1,20,9.577180190610093,127863
171,4,43,5.702857450588479,287364
243,1,31,2.9720573152294456,415987
54,2,45,5.130671314395688,52767
78,1,48,9.274486641154054,53247
214,2,20,2.584859241975352,385925
215,3,34,2.925613348194132,398370
132,2,31,1.1172661098137537,254728
185,2,29,1.1277104445619046,328641
289,5,38,8.464524642626614,548165
158,4,48,7.589103461586602,230262
114,4,11,4.195369508067625,211145
135,3,40,7.284800415048155,216302
293,3,46,4.556853336789732,524457
194,4,17,9.576071163980448,307599
120,5,20,9.703474132834314,215030
266,4,12,4.53514398228409,504854
94,5,20,8.687997157067812,164457
181,3,7,7.957801375277196,304928
85,1,45,3.789999434546104,89181
119,3,39,3.0883584601099536,215806
208,3,45,5.124111853535505,367189
68,2,6,8.032139565529656,91067
238,2,22,9.641510062558709,422893
157,2,43,7.872211619799153,222558
231,2,31,8.696862865165329,399720
216,5,10,6.427578755534649,417433
140,4,21,8.518670477579132,228931
251,1,21,8.059787722030759,428995
139,3,42,4.392869877336521,230440
68,5,24,5.96791271908649,106060
88,1,21,8.242778097907253,109469
175,5,27,1.4145106077096075,320251
244,5,28,8.272713541202469,443885
222,3,12,2.600993116441211,424728
190,4,17,5.632152554092951,334146
291,2,1,8.274478956003438,550498
269,4,28,3.2843897034102536,545744
175,3,20,3.212266953755377,321602
107,3,14,4.624879586160267,221831
197,3,26,9.051785178198712,380027
269,1,49,1.003985032934871,469911
249,4,30,9.112447869777414,442618
110,4,14,2.38426322177447,256153
176,5,22,9.91077738460734,303024
154,5,23,9.593622937346213,262768
216,5,43,5.45207670632155,353339
50,3,12,5.614482230313653,64294
180,4,21,5.333944062482688,343442
254,3,42,6.7189928109357036,495990
141,1,36,1.8164953201143792,237997
239,5,32,1.2935615350740985,431279
298,3,2,1.5193263557430896,573298
240,3,18,4.999288143173629,451287
162,1,22,3.4799314529753507,313144
202,2,28,6.598356061338944,365755
105,4,29,9.931980604373011,160545
210,2,38,4.476908557688193,395798
215,5,43,6.16457128694062,366772
166,3,46,4.74043506316602,277679
183,1,24,8.625445009496733,293465
107,1,36,9.120127631160143,131970
93,4,46,8.89620050984734,95393
222,2,7,9.769350148113318,391273
209,4,41,1.2476726662637376,390207
222,3,15,8.558345459309779,393778
110,4,7,7.765949557351839,190949
96,1,0,3.058249684603283,189809
198,1,43,9.606880840487747,334739
129,5,4,2.333601354069509,293555
167,5,2,7.115949344205175,336648
262,3,0,3.0240119513432124,498680
252,2,3,4.882425838966672,479379
278,4,39,7.47243907250112,494152
213,3,34,6.06992177829742,363507
276,5,31,4.847516481953005,528609
196,4,41,3.937045878387885,319428
69,5,33,8.556936901379114,121086
234,4,42,2.294329152833323,458432
195,2,24,4.8709258887682,361209
96,3,9,9.13381814597628,151088
282,4,20,8.612645954139708,545513
98,1,45,4.6084758622574205,146745
63,1,38,7.867975272411774,75792
192,4,26,8.408447476379735,334776
208,4,26,8.999986816032667,400786
50,4,1,5.900551921443052,112834
166,1,40,2.8401479744924063,292989
103,1,47,3.297781688535385,172630
167,4,12,3.6612520663744377,315310
52,5,8,6.3442223272865395,65928
193,5,35,1.295286617157476,375954
264,2,21,6.724382219019715,482236
234,3,41,4.2791881458540875,416649
252,5,25,3.6571762224067794,510040
61,1,11,8.915469136553138,74765
123,5,16,5.14002156022719,234571
273,2,13,1.855477409794235,527181
65,2,13,8.440720912236223,102418
249,3,33,1.4287713169285594,486893
151,5,19,7.54074301751377,287769
253,1,10,7.965155995935986,451228
201,1,15,4.173423453359724,397214
205,4,30,8.42309070650008,394659
166,1,5,5.640934652708081,320636
57,3,18,5.169642879455171,68966
171,3,36,1.408629533218233,297912
141,1,3,3.610262742840153,258441
213,1,46,9.379089737967698,326817
139,4,3,4.5264156695515005,270946
185,1,19,5.920304685010915,339047
235,4,9,5.7881951108582665,457858
109,4,23,6.31387980840424,187476
227,1,34,1.5519786007895435,412416
77,2,25,4.259586293188555,116225
269,2,36,7.508154464942987,490390
150,4,37,2.8050422596568465,228735
90,1,20,2.832205397917244,150611
277,2,39,1.0908154602012226,525305
241,1,38,4.9373373394738875,439984
204,1,20,8.944609426060797,328076
295,1,9,1.467108492285781,557406
240,5,37,2.7200683854640237,466078
194,1,45,3.7907608450847956,290957
250,5,3,7.585522629077916,510716
210,4,44,6.765720335223278,366703
294,2,19,4.7434951412366955,586456
261,2,16,7.831620453325382,455100
254,2,6,6.486679104912117,470839
269,2,3,9.064367196914972,451520
289,2,28,8.362240742248236,502275
206,2,13,3.2753224548028053,388946
190,2,2,3.442947198707802,331531
95,4,23,2.1282082821314705,168466
84,1,36,4.032682531457109,77089
183,3,15,9.995895268471848,310871
131,5,3,4.651760517535549,283683
164,3,23,2.9843959122019577,304378
246,3,33,7.862345960279977,467852
96,1,29,5.882239031163905,154314
202,1,17,2.346413045742573,407230
243,1,18,4.426207130447792,435570
59,2,30,4.73022743985409,58566
105,4,18,7.784467305122967,179989
79,2,48,1.1860423200271402,82515
291,4,45,3.4211768211847944,549316
158,4,18,5.658366711839698,283229
54,3,21,3.41962068207559,111501
168,3,23,6.65590642677099,308310
297,4,44,5.3368073134715495,565250
82,4,11,4.255392293736225,136638
167,2,29,9.54287764183461,288249
114,2,37,6.6894354926781165,196447
195,3,30,2.1694723504114712,363378
